OBJECTID,Join_Count,TARGET_FID,id,Figure_Text,watershed_name,lat,lon,area_km2,OBJECTID_1,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,ECO_ID,SHAPE_LENG,NNH_NAME,COLOR,COLOR_BIO,COLOR_NNH,LICENSE
198,1,198,198,2,"Caribou-Poker, Alaska, United States",65.150151,-147.483064,5.2,339,Interior Yukon-Alaska alpine tundra,11,Tundra,Nearctic,NE11,2,416,121.0068719,Nature Could Reach Half Protected,#6EE3C6,#9ED7C2,#7BC141,CC-BY 4.0
199,1,199,199,2,"Weierbach catchment, Luxembourg",49.827738,5.797505,384,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
200,1,200,200,2,"Zastler catchment, Black Forest, Germany",47.923711,7.985931,18.4,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
201,1,201,201,2,"Watershed 1, Hubbard Brook Experimental Forest, New Hampshire, United States",43.9522415,-71.7259832,0.118,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
202,1,202,202,2,"Uhlí?ská, Czech Republic",50.824889,15.148526,1.78,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
203,1,203,203,2,"Brays Flat Creek Catchment, Australia",-33.061083,148.607861,7.4,662,Southeast Australia temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,4,176,159.582857,Nature Imperiled,#7CAD75,#00734C,#EE1E23,CC-BY 4.0
204,1,204,204,2,"Point Peter Brook watershed, New York, United States",42.43992,-78.92289,6.96,17,Allegheny Highlands forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.03858664,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0
205,1,205,205,2,"Kiryu Experimental Watershed, Japan",34.96734839,135.9938693,0.0599,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
206,1,206,206,2,"Watershed R, Fourmile Creek, Sandhills, North Carolina, United States",33.270199,-81.634021,0.45,666,Southeast US conifer savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,399,184.9701408,Nature Imperiled,#FFAA01,#FEFF73,#EE1E23,CC-BY 4.0
207,1,207,207,2,"Nanxiaohe watershed, Qingyang, Gansu, China",35.7039568,107.5538725,0.87,136,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,653,79.55407755,Nature Imperiled,#B2F693,#00734C,#EE1E23,CC-BY 4.0
208,1,208,208,2,"Oxisol and Ultisol watersheds, Juruena, Brazil",-10.47721195,-58.46834309,0.0194,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
209,1,209,209,2,"Irondequoit Creek basin, New York, United States",43.009364,-77.470593,101.5,234,Eastern Great Lakes lowland forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,334,94.6817509,Nature Imperiled,#8CED84,#00734C,#EE1E23,CC-BY 4.0
210,1,210,210,2,"Kiryu Experimental Watershed, Japan",34.96734839,135.9938693,0.0599,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
211,1,211,211,2,"Woldong catchment, Korea",37.09611111,127.2675,0.3536,142,Central Korean deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,655,50.53269856,Nature Imperiled,#88D97D,#00734C,#EE1E23,CC-BY 4.0
212,1,212,212,2,"3 watersheds (R, C, B) in Upper Fourmile Branch, South Carolina, United States",33.270199,-81.634021,0.45,666,Southeast US conifer savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,399,184.9701408,Nature Imperiled,#FFAA01,#FEFF73,#EE1E23,CC-BY 4.0
213,1,213,213,2,"West Twin Creek, Nome Creek Watershed, Alaska, United States",65.34017,-146.915463,4.1,339,Interior Yukon-Alaska alpine tundra,11,Tundra,Nearctic,NE11,2,416,121.0068719,Nature Could Reach Half Protected,#6EE3C6,#9ED7C2,#7BC141,CC-BY 4.0
214,1,214,214,2,"Brugga experimental basin, Black Forest Mountains, Germany",47.936414,7.95185,40,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
215,1,215,215,2,"Hakyuchi catchment, Tokyo, Japan",35.641086,139.476413,0.0052,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
216,1,216,216,2,"Turkey Creek watershed (WS 78), Francis Marion National Forest, South Carolina, United States",33.1365318,-79.7961904,72.6,440,Mid-Atlantic US coastal savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,393,169.8344367,Nature Imperiled,#FBB04B,#FEFF73,#EE1E23,CC-BY 4.0
217,1,217,217,2,"Strengbach catchment, Vosges, France",48.211569,7.206213,0.8,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
218,1,218,218,2,"Kangaslampi, Finland",63.85777778,28.96138889,-9999,615,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,3,717,526.3746985,Nature Could Recover,#9F56E3,#7AB6F5,#F9A91B,CC-BY 4.0
219,1,219,219,2,"Deir Ibzei, Judean Mountains, West Bank and Israel",31.916256,35.120536,0.00018,242,Eastern Mediterranean conifer-broadleaf forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,4,791,107.3550318,Nature Imperiled,#F5A27A,#FE0000,#EE1E23,CC-BY 4.0
220,1,220,220,2,"Can Vila, Vallcebre, Pyrenees, Spain",42.198308,1.8233,0.56,503,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,799,60.05317293,Nature Could Recover,#D49E54,#FE0000,#F9A91B,CC-BY 4.0
221,1,221,221,2,"Can Vila, Vallcebre, Pyrenees, Spain",42.198308,1.8233,0.56,503,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,799,60.05317293,Nature Could Recover,#D49E54,#FE0000,#F9A91B,CC-BY 4.0
222,1,222,222,2,"Tannhausen catchment, Sechta creek, Germany",48.979267,10.354399,2.3,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
223,1,223,223,2,"Bull and Providence catchments, Kings River Experimental Watersheds, Southern Sierra Nevada, California, United States",37.054156,-119.199208,2.28,633,Sierra Nevada forests,5,Temperate Conifer Forests,Nearctic,NE05,2,366,27.34154506,Nature Could Reach Half Protected,#499964,#458970,#7BC141,CC-BY 4.0
224,1,224,224,2,"Valles Caldera, Jemez, New Mexico, United States",35.8291983,-106.6425054,349,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
225,1,225,225,2,"Martinelli catchment, Green Lakes Valley, Colorado, United States",40.05122696,-105.5953856,0.08,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
226,1,226,226,2,"GL4 catchment, Green Lakes Valley, Colorado, United States",40.05,-105.5833333,2.25,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
227,1,227,227,2,"Sustenpass, Switzerland",46.722596,8.43046,-9999,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
228,1,228,228,2,"Cerro Dantas, Quebrada Grande, Costa Rica",10.09076,-84.044873,3.9,724,Talamancan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,506,36.135686,Half Protected,#4C7300,#38A700,#257339,CC-BY 4.0
229,1,229,229,2,"Slithero Clough, Ripponden, Yorkshire, United Kingdom",53.641522,-1.9881003,0.043,116,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,651,120.8093519,Nature Imperiled,#8DB376,#00734C,#EE1E23,CC-BY 4.0
230,1,230,230,2,"Troy, Idaho, United States",46.75,-116.75,0.017,839,Northern Rockies conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,361,56.92452713,Nature Could Reach Half Protected,#ACC13E,#458970,#7BC141,CC-BY 4.0
231,1,231,231,2,"WS10, H.J. Andrews, Oregon, United States",44.2171532,-122.2608844,0.102,125,Central-Southern Cascades Forests,5,Temperate Conifer Forests,Nearctic,NE05,2,352,38.85825639,Nature Could Reach Half Protected,#439952,#458970,#7BC141,CC-BY 4.0
232,1,232,232,2,"Upper Dry Creek, near Boise, Idaho, United States",43.73,-116.14,0.02,648,South Central Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,367,126.9229308,Nature Could Recover,#058047,#458970,#F9A91B,CC-BY 4.0
233,1,233,233,2,"Alptal watershed, Switzerland",47.046106,8.707209,5.2,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
234,1,234,234,2,"Hinotani-ike watershed, Japan",34.35,136.4166667,0.048,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
235,1,235,235,2,"Triple G, Spyhill, and Stauffer Catchments, Northern Prairie Region, Canada",51.4225976,-112.6184955,-9999,518,Northern Shortgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,3,396,112.4800367,Nature Could Recover,#FCBA26,#FEFF73,#F9A91B,CC-BY 4.0
236,1,236,236,2,"Triple G, Spyhill, and Stauffer Catchments, Northern Prairie Region, Canada",51.4225976,-112.6184955,-9999,518,Northern Shortgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,3,396,112.4800367,Nature Could Recover,#FCBA26,#FEFF73,#F9A91B,CC-BY 4.0
237,1,237,237,2,"Zhurucay River Ecohydrological Observatory, Andean cordillera, Ecuador",-3.091128,-79.234854,7.53,507,Northern Andean páramo,10,Montane Grasslands & Shrublands,Neotropic,NO10,1,593,125.9052442,Half Protected,#BF9B77,#D6C39D,#257339,CC-BY 4.0
238,1,238,238,2,"A catchment in Cofre de Perote volcano, Mexico",19.488651,-97.042749,0.264,537,Oaxacan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,487,16.23632568,Nature Could Reach Half Protected,#98E500,#38A700,#7BC141,CC-BY 4.0
239,1,239,239,2,"Migina catchment, Rwanda",-2.774478,29.711235,257.4,823,Victoria Basin forest-savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,61,220.9206642,Nature Imperiled,#66FC43,#FEAA01,#EE1E23,CC-BY 4.0
240,1,240,240,2,"Bukit Tarek, Malaysia",3.534456,101.585777,0.328,565,Peninsular Malaysian rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,265,74.58387303,Nature Could Reach Half Protected,#70A800,#38A700,#7BC141,CC-BY 4.0
241,1,241,241,2,"Los Alamos National Laboratory's Environmental Research Park, United States",35.864355,-106.340552,0.00087,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
242,1,242,242,2,"Los Alamos National Laboratory's Environmental Research Park, United States",35.864355,-106.340552,0.00087,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
243,1,243,243,2,"Bukit Tarek, Malaysia",3.534456,101.585777,0.328,565,Peninsular Malaysian rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,265,74.58387303,Nature Could Reach Half Protected,#70A800,#38A700,#7BC141,CC-BY 4.0
244,1,244,244,2,"Bukit Tarek, Malaysia",3.534456,101.585777,0.328,565,Peninsular Malaysian rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,265,74.58387303,Nature Could Reach Half Protected,#70A800,#38A700,#7BC141,CC-BY 4.0
245,1,245,245,2,"Macieira de Alcôba, Portugal",40.621916,-8.275586,0.001875,98,Cantabrian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,648,44.88295972,Nature Could Recover,#4D9228,#00734C,#F9A91B,CC-BY 4.0
246,1,246,246,2,"SB2 subcatchment, Susannah Brook, Western Australia, Australia",-31.82226158,116.1300175,24,694,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,206,29.66362346,Nature Could Recover,#A80000,#FE0000,#F9A91B,CC-BY 4.0
247,1,247,247,2,"Nio Basin, Oe region, Japan",35.46724,135.16996,0.073,481,Nihonkai evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,670,34.27536073,Nature Could Reach Half Protected,#5ACA2A,#00734C,#7BC141,CC-BY 4.0
248,1,248,248,2,"Ina Basin, Japan",35.675675,137.852921,0.063,720,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,683,42.29370122,Nature Could Reach Half Protected,#4DE600,#00734C,#7BC141,CC-BY 4.0
249,1,249,249,2,"Ina Basin, Japan",35.675675,137.852921,0.063,720,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,683,42.29370122,Nature Could Reach Half Protected,#4DE600,#00734C,#7BC141,CC-BY 4.0
250,1,250,250,2,"Rio Vauz Basin, Italy",46.4897806,11.8443499,1.9,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
251,1,251,251,2,"River Vène, France",43.470472,3.688997,67,503,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,799,60.05317293,Nature Could Recover,#D49E54,#FE0000,#F9A91B,CC-BY 4.0
252,1,252,252,2,"PC1-08 Plastic Lake Basin, Ontario, Canada",45.17776,-78.827227,0.0322,232,Eastern Canadian Forest-Boreal transition,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,333,48.66691135,Nature Could Reach Half Protected,#73FA60,#00734C,#7BC141,CC-BY 4.0
253,1,253,253,2,"W2,8,9; H.J. Andrews, Oregon, United States",44.211737,-122.2444067,1.01,125,Central-Southern Cascades Forests,5,Temperate Conifer Forests,Nearctic,NE05,2,352,38.85825639,Nature Could Reach Half Protected,#439952,#458970,#7BC141,CC-BY 4.0
254,1,254,254,2,"Coweeta, North Carolina, United States",35.059984,-83.427241,0.61,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
255,1,255,255,2,"WS1,3,6,7,8; Hubbard Brook, New Hampshire, United States",43.9548921,-71.7222582,0.76,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
256,1,256,256,2,"Bisley, Luquillo, Puerto Rico",18.313855,-65.747149,0.35,577,Puerto Rican moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,495,5.109333224,Nature Could Reach Half Protected,#47B700,#38A700,#7BC141,CC-BY 4.0
257,1,257,257,2,"Scotty Creek Catchment, Liard River, Northwest Territories, Canada",61.433726,-121.5466237,152,457,Muskwa-Slave Lake taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,378,54.08719749,Nature Could Reach Half Protected,#9A72F7,#7AB6F5,#7BC141,CC-BY 4.0
258,1,258,258,2,"Scotty Creek Catchment, Liard River, Northwest Territories, Canada",61.433726,-121.5466237,152,457,Muskwa-Slave Lake taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,378,54.08719749,Nature Could Reach Half Protected,#9A72F7,#7AB6F5,#7BC141,CC-BY 4.0
259,1,259,259,2,"North Fork Caspar Creek watershed, California, United States",39.36127,-123.735395,4.7,509,Northern California coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,4,359,19.75209063,Nature Imperiled,#00734C,#458970,#EE1E23,CC-BY 4.0
260,1,260,260,2,"Uhlí?ská, Czech Republic",50.824889,15.148526,1.78,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
261,1,261,261,2,"W8S5 catchment, Danum Valley, Borneo Island, Malaysia",4.960845,117.797006,0.0132,78,Borneo lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,219,167.9195022,Nature Could Reach Half Protected,#98E500,#38A700,#7BC141,CC-BY 4.0
262,1,262,262,2,"Tanguro, Brazil",-13.05768299,-52.42308528,800,427,Mato Grosso tropical dry forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,481,166.3303558,Nature Could Reach Half Protected,#2E5D00,#38A700,#7BC141,CC-BY 4.0
263,1,263,263,2,"Bisley II, Luquillo, Puerto Rico",18.314571,-65.746199,0.064,577,Puerto Rican moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,495,5.109333224,Nature Could Reach Half Protected,#47B700,#38A700,#7BC141,CC-BY 4.0
264,1,264,264,2,"Maimai M8 experimental catchment, New Zealand",-42.0834508,171.7976594,0.038,470,Nelson Coast temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,1,170,9.351536037,Half Protected,#5AA62A,#00734C,#257339,CC-BY 4.0
265,1,265,265,2,"Sand Mountain Research and Experimental Station, DeKalb County, Alabama, United States",34.287859,-85.968737,0.0012,34,Appalachian mixed mesophytic forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,329,59.08415806,Nature Could Reach Half Protected,#54FA42,#00734C,#7BC141,CC-BY 4.0
266,1,266,266,2,"Sleepers River, Vermont, United States",44.435335,-72.038429,111,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
267,1,267,267,2,"WS02, Coweeta, North Carolina, United States",35.0636724,-83.4370407,0.12,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
268,1,268,268,2,"Ruisseau des Eaux Volees, Canada",47.27062,-71.13975,3.9,232,Eastern Canadian Forest-Boreal transition,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,333,48.66691135,Nature Could Reach Half Protected,#73FA60,#00734C,#7BC141,CC-BY 4.0
269,1,269,269,2,"Feshie, Scotland, United Kingdom",57.114327,-3.897661,231,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
270,1,270,270,2,"Allt a’ Mharcaidh catchment, Scotland, United Kingdom",57.117868,-3.850469,10,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
271,1,271,271,2,"Ll1 control catchment, Llyn Brianne, Wales, United Kingtom",52.162389,-3.743008,0.015,116,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,651,120.8093519,Nature Imperiled,#8DB376,#00734C,#EE1E23,CC-BY 4.0
272,1,272,272,2,"Bruntland Burn catchment, Scotland, United Kingdom",57.044,-3.120762,3.2,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
273,1,273,273,2,"Moss subwatershed, Baker Creek watershed, Yellowknife Northwest Territories, Canada",62.6,-114.43,9.3,510,Northern Canadian Shield taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,379,79.24761141,Nature Could Reach Half Protected,#A587E9,#7AB6F5,#7BC141,CC-BY 4.0
274,1,274,274,2,"WE-38, Mahantango Creek Experimental Catchment, Pennsylvania, United States",40.705633,-76.587769,7.2,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
275,1,275,275,2,"Toinotani watershed, Kyoto University Forest, Ashiu, Japan",35.32709,135.73981,0.0064,482,Nihonkai montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,671,66.62609119,Nature Could Reach Half Protected,#00B51B,#00734C,#7BC141,CC-BY 4.0
276,1,276,276,2,"Brugga experimental basin, Black Forest Mountains, Germany",47.936414,7.95185,40,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
277,1,277,277,2,"Brugga experimental basin, Black Forest Mountains, Germany",47.936414,7.95185,40,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
278,1,278,278,2,"Dornbirnerach, Austria",47.400463,9.752799,51.1,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
279,1,279,279,2,"Gail, Austria",46.696818,12.783634,146.1,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
280,1,280,280,2,"Wimitzbach, Austria",46.7668981,14.3763791,106.5,18,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,689,45.80077612,Nature Could Reach Half Protected,#007C33,#458970,#7BC141,CC-BY 4.0
281,1,281,281,2,"Perschling, Austria",48.19903,15.7591,55.3,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
282,1,282,282,2,"Strengbach catchment, Vosges, France",48.211569,7.206213,0.8,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
283,1,283,283,2,"Río Puerco, New Mexico, United States",34.41027778,-106.8544444,16000,174,Colorado Plateau shrublands,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,429,95.1227504,Nature Could Reach Half Protected,#FF7F7E,#CC6767,#7BC141,CC-BY 4.0
284,1,284,284,2,"SAYR, Yellow River, China",34.5763406,98.3262367,20930,741,Tibetan Plateau alpine shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,1,768,55.41928878,Half Protected,#B38160,#D6C39D,#257339,CC-BY 4.0
285,1,285,285,2,"Mulian watershed, Huanjiang county, Guangxi, China",24.73995833,108.3243472,1.46,354,Jian Nan subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,236,104.0907024,Nature Could Recover,#23DB01,#38A700,#F9A91B,CC-BY 4.0
286,1,286,286,2,"Saddle Catchment, Niwot Ridge LTER, Boulder, Colorado, United States",40.04903177,-105.5923174,0.3,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
287,1,287,287,2,"Brugga experimental basin, Black Forest Mountains, Germany",47.936414,7.95185,40,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
288,1,288,288,2,"Weatherley catchment, South Africa",-31.092361,28.334145,1.5,206,Drakensberg grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,41,168.5040737,Nature Imperiled,#FDBD7F,#FEAA01,#EE1E23,CC-BY 4.0
289,1,289,289,2,"Los Alamos National Laboratory's Environmental Research Park, United States",35.864355,-106.340552,0.00087,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
290,1,290,290,2,"Rio San Francisco, Ecuador",-3.9706284,-79.0702247,75,231,Eastern Cordillera Real montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,460,119.5523388,Nature Could Reach Half Protected,#0E5B00,#38A700,#7BC141,CC-BY 4.0
291,1,291,291,2,"Yakou catchment, Qinghai, China",38.002778,100.258333,1.4,584,Qilian Mountains subalpine meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,2,763,21.9362819,Nature Could Reach Half Protected,#A93800,#D6C39D,#7BC141,CC-BY 4.0
292,1,292,292,2,"Salmon Brook, Western Australia, Australia",-33.41285,115.98325,0.82,694,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,206,29.66362346,Nature Could Recover,#A80000,#FE0000,#F9A91B,CC-BY 4.0
293,1,293,293,2,"Longxi River Experimental Watershed, northwest of Chengdu city, Sichuan, China",31.0622043,103.5561277,78.3,586,Qionglai-Minshan conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,3,706,30.78571314,Nature Could Recover,#29A26C,#458970,#F9A91B,CC-BY 4.0
294,1,294,294,2,"Bukit Tarek, Malaysia",3.534456,101.585777,0.328,565,Peninsular Malaysian rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,265,74.58387303,Nature Could Reach Half Protected,#70A800,#38A700,#7BC141,CC-BY 4.0
295,1,295,295,2,"Duke Forest Research Watershed, North Carolina, United States",36.04875696,-79.01276152,0.484,35,Appalachian Piedmont forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,3,330,45.7918207,Nature Could Recover,#4EAD37,#00734C,#F9A91B,CC-BY 4.0
