id,model_type,citation,url,attribution,attribution_url,figure_num,figure_caption,figure_url,textmodel_snipped,textmodel_section_number,textmodel_section_name,textmodel_page_number,watershed_name,lat,lon,area_km2,num_spatial_zones,spatial_property,num_temporal_zones,temporal_property,vegetation_info,soil_info,geol_info,topo_info,three_d_info,uncertainty_info,other_info,num_store,store_list,store_id_list,num_flux,flux_list,flux_id_list,dummy_column,huc_watershed_id
176,Text model,"Flerchinger, G.N., Cooley, K.R. and Ralston, D.R., 1992. Groundwater response to snowmelt in a mountainous watershed. Journal of Hydrology, 133(3-4), pp.293-311.",https://doi.org/10.1016/0022-1694(92)90260-3,Not open-access,https://doi.org/10.1016/0022-1694(92)90260-3,N/A,N/A,N/A,Redacted,N/A,Discussion and Conclusions,307,"Upper Sheep Creek, Reynolds Creek, Idaho, United States",43.123,-116.725,0.26,1,N,4,Season,N,N,Geology described,N,N,N,N,5,"Water table rise, Snow storage, Perched water tables, Soil stratification, Snow storage","Sub.GW.Store.Rise, Surf.Snow.Stor, Sub.GW.Store.Perch, Sub.Soil.Store.Layer, Surf.Snow.Stor",4,"Groundwater flow, Vertical drainage to groundwater, Displacement of groundwater, Snowmelt","Sub.GW.Flow, Sub.Soil.Drain, Sub.GW.Disp, Surf.Snow.Melt",1,N/A
177,Text model,"Flerchinger, G.N., Deng, Y. and Cooley, K.R., 1993. Groundwater response to snowmelt in a mountainous watershed: Testing of a conceptual model. Journal of Hydrology, 152(1-4), pp.201-214.",https://doi.org/10.1016/0022-1694(93)90146-Z,Not open-access,https://doi.org/10.1016/0022-1694(93)90146-Z,N/A,N/A,N/A,Redacted,N/A,Conceptual model,204,"Upper Sheep Creek, Reynolds Creek, Idaho, United States",43.123,-116.725,0.26,1,N,4,Season,N,N,Geology described,N,N,N,N,5,"Snow storage, Perched water tables, Soil stratification, Snow storage, Water table rise","Surf.Snow.Stor, Sub.GW.Store.Perch, Sub.Soil.Store.Layer, Surf.Snow.Stor, Sub.GW.Store.Rise",4,"Displacement of groundwater, Snowmelt, Groundwater flow, Vertical drainage to groundwater","Sub.GW.Disp, Surf.Snow.Melt, Sub.GW.Flow, Sub.Soil.Drain",1,N/A
178,Text model,"Freyberg, Jana von, P Suresh C Rao, Dirk Radny, and Mario Schirmer, 2015. â€œThe Impact of Hillslope Groundwater Dynamics and Landscape Functioning in Event-Flow Generation: A Field Study in the Rietholzbach Catchment, Switzerland.â€ Hydrogeology Journal 23, no. 5 (2015): 935â€“48.",https://doi.org/10.1007/s10040-015-1238-1,Not open-access,https://doi.org/10.1007/s10040-015-1238-1,N/A,N/A,N/A,Redacted,N/A,Dominant flow processes and delineation of hydrological landscape units,940,"Rietholzbach Catchment, Switzerland",47.379784,8.993452,0.94,5,Hillslope position/Catchment spatial scale,1,N,N,Multiple properties described,N,N,N,N,N,4,"Multiple storage reservoirs producing discharge, Soil saturation, Soil stratification, storage-discharge relationship","Sub.GW.Store.Mult, Sub.Soil.Store.Satur, Sub.Soil.Store.Layer, Sub.GW.Store.Stdis",7,"Lateral matrix flow, Vertical matrix flow, Saturation excess flow, Organic layer interflow, Gaining stream, Capillary rise, Riparian Groundwater Flow","Sub.SSFlow.Matrix, Sub.Soil.Matrix, Surf.Over.SE, Sub.SSFlow.Organ, Sub.GWSW.Gain, Sub.Soil.Matrix.Capil, Sub.GW.Flow.Rip",1,N/A
179,Text model,"Gabrielli, Christopher P, JJ McDonnell, and WT Jarvis, 2012. â€œThe Role of Bedrock Groundwater in Rainfallâ€“Runoff Response at Hillslope and Catchment Scales.â€ Journal of Hydrology 450 (2012): 117â€“33.",https://doi.org/10.1016/j.jhydrol.2012.05.024,Not open-access,https://doi.org/10.1016/j.jhydrol.2012.05.024,N/A,N/A,N/A,Redacted,5.1.1,Maimai M8,128,"Maimai M8 experimental catchment, New Zealand",-42.0834508,171.7976594,0.038,1,N,1,N,N,N,N,N,N,N,N,2,"Bedrock matrix storage, Soil water storage","Sub.GW.Store.Frac, Sub.Soil.Store",3,"Gaining stream, Infiltration into bedrock via preferential flow paths, Subsurface stormflow","Sub.GWSW.Gain, Sub.GW.BedInf.Macro, Sub.SSFlow",1,N/A
180,Text model,"Gabrielli, Christopher P, JJ McDonnell, and WT Jarvis, 2012. â€œThe Role of Bedrock Groundwater in Rainfallâ€“Runoff Response at Hillslope and Catchment Scales.â€ Journal of Hydrology 450 (2012): 117â€“33.",https://doi.org/10.1016/j.jhydrol.2012.05.024,Not open-access,https://doi.org/10.1016/j.jhydrol.2012.05.024,N/A,N/A,N/A,Redacted,5.1.2,H.J. Andrews WS10,130,"WS10, H.J. Andrews, Oregon, United States",44.2171532,-122.2608844,0.102,1,N,1,N,N,N,N,N,N,N,N,2,"Perched water tables, Water Table","Sub.GW.Store.Perch, Sub.GW.Store.Wtable",6,"Exfiltration, Infiltration into bedrock via preferential flow paths, Infiltration into bedrock via preferential flow paths, Connectivity, Lateral macropore flow at soil-bedrock interface, Connectivity of lateral preferential flow pathways","Sub.GW.Ret.Exf, Sub.GW.BedInf.Macro, Sub.GW.BedInf.Macro, Sub.GWSW.Conn, Sub.SSFlow.Macro.Bedrk, Sub.GWSW.Conn.Lat",1,N/A
181,Text model,"Gannon, John P, Scott W Bailey, and Kevin J McGuire, 2014. â€œOrganizing Groundwater Regimes and Response Thresholds by Soils: A Framework for Understanding Runoff Generation in a Headwater Catchment.â€ Water Resources Research 50, no. 11 (2014): 8403â€“19.",https://doi.org/10.1002/2014WR015498,Not open-access,https://doi.org/10.1002/2014WR015498,N/A,N/A,N/A,Redacted,5.3,Implications for Runoff Generation,8415,"WS3, Hubbard Brook Experimental Forest, New Hampshire, United States",43.9548921,-71.7222582,0.42,3,Hillslope position,2,Rainfall intensity,N,Multiple properties described,Geology described,Topography described,N,N,N,1,Expansion of saturated areas,Surf.Over.SE.Satexp,3,"Infiltration into bedrock, Connectivity between hillslopes and channel, Lateral matrix flow at soil horizons","Sub.GW.BedInf, Sub.GWSW.Conn.Hill, Sub.SSFlow.Matrix.Horiz",1,N/A
182,Text model,"Gao, Hongkai, Christian Birkel, Markus Hrachowitz, Doerthe Tetzlaff, Chris Soulsby, and Hubert HG Savenije, 2019. â€œA Simple Topography-Driven and Calibration-Free Runoff Generation Module.â€ Hydrology and Earth System Sciences 23, no. 2 (2019): 787â€“809.",https://doi.org/10.5194/hess-23-787-2019,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,3.1,The Bruntland Burn catchment,795,"Bruntland Burn catchment, Scotland, United Kingdom",57.044,-3.120762,3.2,4,Soil or Geology,1,N,Shrubland described,Multiple properties described,Glacier described,Topography described,N,N,N,2,"Soil water storage, Expansion of saturated areas","Sub.Soil.Store, Surf.Over.SE.Satexp",4,"Connectivity between hillslopes and channel, Quickflow, Saturation excess flow, Vertical drainage to groundwater","Sub.GWSW.Conn.Hill, Chan.Flow.Quick, Surf.Over.SE, Sub.Soil.Drain",1,N/A
183,Text model,"Germer, S., Neill, C., Krusche, A.V. and Elsenbeer, H., 2010. Influence of land-use change on near-surface hydrological processes: undisturbed forest to pasture. Journal of hydrology, 380(3-4), pp.473-480.",https://doi.org/10.1016/j.jhydrol.2009.11.022,Not open-access,https://doi.org/10.1016/j.jhydrol.2009.11.022,N/A,N/A,N/A,Redacted,N/A,Land-use effect on stormflow generation,479,"Forest watershed, Rancho Grande, Brazil",-10.3,-62.86666667,0.0137,2,Land use / Land cover,1,N,Multiple land-covers described,Soil hydraulic properties described,N,N,N,Uncertainty described,N,1,Expansion of saturated areas,Surf.Over.SE.Satexp,6,"Groundwater flow, Lateral matrix flow, Gaining stream, Return Flow, Lateral macropore flow, Saturation excess flow","Sub.GW.Flow, Sub.SSFlow.Matrix, Sub.GWSW.Gain, Sub.GW.Ret, Sub.SSFlow.Macro, Surf.Over.SE",1,N/A
184,Text model,"Gibson, JJ, JS Price, R Aravena, DF Fitzgerald, and D Maloney, 2000. â€œRunoff Generation in a Hypermaritime Bogâ€“Forest Upland.â€ Hydrological Processes 14, no. 15 (2000): 2711â€“30.",https://doi.org/10.1002/1099-1085(20001030)14:15<2711::AID-HYP88>3.0.CO;2-2,Not open-access,https://doi.org/10.1002/1099-1085(20001030)14:15<2711::AID-HYP88>3.0.CO;2-2,N/A,N/A,N/A,Redacted,N/A,"Study site, runoff mechanisms",2728,"Smith Island, British Columbia, Canada",54.182364,-130.211628,0.33,2,Land use / Land cover,2,Season,Forest described,Multiple properties described,N,Topography described,N,Uncertainty described,N,2,"Depression storage, Water Table","Surf.Water.Depr, Sub.GW.Store.Wtable",5,"Channel flow, Gaining stream, Exfiltration, Vertical macropore flow, Connectivity between hillslopes and channel","Chan.Flow, Sub.GWSW.Gain, Sub.GW.Ret.Exf, Sub.Soil.Macro, Sub.GWSW.Conn.Hill",1,N/A
185,Text model,"Gibson, JJ, TWD Edwards, and TD Prowse, 1993. â€œRunoff Generation in a High Boreal Wetland in Northern Canada: Paper Presented at the 9th Northern Res. Basin Symposium/Workshop (Whitehorse/Dawson/Inuvik, Canada-August 1992).â€ Hydrology Research 24, no. 2â€“3 (1993): 213â€“24.","https://doi.org/10.2166/nh.1993.0023
",Not open-access,"https://doi.org/10.2166/nh.1993.0023
",N/A,N/A,N/A,Redacted,N/A,Runoff Sources and Pathway,221,"Manners Creek (tributary site), Fort Simpson, North West Territories, Canada",61.75197,-121.173148,300,2,Land use / Land cover,4,Season,N,Soil types described,N,N,N,N,N,5,"Snow storage, Regional Groundwater storage, Seasonal soil freeze/thaw, Water table rise, Soil water storage","Surf.Snow.Stor, Sub.GW.Store.Region, Surf.Frozen.FrzThw, Sub.GW.Store.Rise, Sub.Soil.Store",5,"Snowmelt, Lateral macropore flow, Rill flow, Saturation excess flow, Mixing","Surf.Snow.Melt, Sub.SSFlow.Macro, Surf.Over.Rill, Surf.Over.SE, Sub.Soil.Mix",1,N/A
186,Text model,"Gibson, JJ, Y Yi, and SJ Birks, 2016. â€œIsotope-Based Partitioning of Streamflow in the Oil Sands Region, Northern Alberta: Towards a Monitoring Strategy for Assessing Flow Sources and Water Quality Controls.â€ Journal of Hydrology: Regional Studies 5 (2016): 131â€“48.",https://doi.org/10.1016/j.ejrh.2015.12.062,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,N/A,N/A,N/A,Redacted,4,Discussion,144,"Athabasca Oil Sands region, Alberta, Canada",57.136749,-111.610485,132000,2,Land use / Land cover,1,N,N,Multiple properties described,N,Topography described,N,N,N,4,"Water table rise, Depression storage, Lake storage, Depression storage","Sub.GW.Store.Rise, Surf.Water.Depr, Surf.Water.Lake, Surf.Water.Depr",11,"Groundwater flow, Lateral matrix flow at soil-bedrock interface, Regional groundwater flow, Vertical drainage to groundwater, Organic layer interflow, Evaporation, Snowmelt, SE flow from riparian zone, Groundwater flooding, Channel interception, Mixing","Sub.GW.Flow, Sub.SSFlow.Matrix.Bedrk, Sub.GW.Flow.Region, Sub.Soil.Drain, Sub.SSFlow.Organ, Surf.ET.Evap, Surf.Snow.Melt, Surf.Over.SE.Rip, Sub.GW.Ret.Flood, Chan.Int, Sub.Soil.Mix",1,N/A
187,Text model,"Godsey, S., Elsenbeer, H. and Stallard, R., 2004. Overland flow generation in two lithologically distinct rainforest catchments. Journal of Hydrology, 295(1-4), pp.276-290.",https://doi.org/10.1016/j.jhydrol.2004.03.014,Not open-access,https://doi.org/10.1016/j.jhydrol.2004.03.014,N/A,N/A,N/A,Redacted,N/A,Abstract,276,"Lutz Creek, Panama",9.1625164,-79.838061,0.0937,1,N,1,N,Forest described,Multiple properties described,N,Topography described,N,N,N,1,Perched water tables,Sub.GW.Store.Perch,1,Saturation excess flow,Surf.Over.SE,1,N/A
188,Text model,"Godsey, S., Elsenbeer, H. and Stallard, R., 2004. Overland flow generation in two lithologically distinct rainforest catchments. Journal of Hydrology, 295(1-4), pp.276-290.",https://doi.org/10.1016/j.jhydrol.2004.03.014,Not open-access,https://doi.org/10.1016/j.jhydrol.2004.03.014,N/A,N/A,N/A,Redacted,N/A,Abstract,276,"Conrad Trail Stream, Panama",9.150606,-79.85719,0.402,1,N,1,N,Forest described,Multiple properties described,N,Topography described,N,N,N,1,Expansion of saturated areas,Surf.Over.SE.Satexp,1,Saturation excess flow,Surf.Over.SE,1,N/A
189,Text model,"Godsey, S. and Elsenbeer, H., 2002. The soil hydrologic response to forest regrowth: a case study from southwestern Amazonia. Hydrological Processes, 16(7), pp.1519-1522.",https://doi.org/10.1002/hyp.605,Not open-access,https://doi.org/10.1002/hyp.605,N/A,N/A,N/A,Redacted,5,Conclusion,1522,"Rancho Grande, Brazil",-10.30363797,-62.85854571,0.0137,3,Land use / Land cover,1,N,Multiple land-covers described,Multiple properties described,N,N,N,N,N,0,N/A,N/A,2,"Subsurface stormflow, Saturation excess flow","Sub.SSFlow, Surf.Over.SE",1,N/A
190,Text model,"Goller, R., Wilcke, W., Leng, M.J., Tobschall, H.J., Wagner, K., Valarezo, C. and Zech, W., 2005. Tracing water paths through small catchments under a tropical montane rain forest in south Ecuador by an oxygen isotope approach. Journal of Hydrology, 308(1-4), pp.67-80.",https://doi.org/10.1016/j.jhydrol.2004.10.022,Not open-access,https://doi.org/10.1016/j.jhydrol.2004.10.022,N/A,N/A,N/A,Redacted,4,Conclusions,78,"Rio San Francisco, Ecuador",-3.9706284,-79.0702247,75,1,N,2,Event,N,N,N,N,N,N,N,0,N/A,N/A,3,"Vertical matrix flow, Subsurface stormflow, Gaining stream","Sub.Soil.Matrix, Sub.SSFlow, Sub.GWSW.Gain",1,N/A
191,Text model,"Gou, Jianfeng, Simin Qu, Peng Shi, Dachen Li, Xueqiu Chen, Yifan Wang, Shuai Shan, and Wei Si, 2018. â€œApplication of Stable Isotope Tracer to Study Runoff Generation during Different Types of Rainfall Events.â€ Water 10, no. 5 (2018): 538.",https://doi.org/10.3390/w10050538,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,5.2,Runoff Generation Mechanism,11,"Hemuqiao experimental watershed, Hangzhou, China",30.580371,119.801479,1.35,1,N,2,Rainfall intensity,Multiple land-covers described,Multiple properties described,N,N,N,Uncertainty described,N,2,"Soil water storage, Soil saturation","Sub.Soil.Store, Sub.Soil.Store.Satur",6,"Gaining stream, IE flow from impermeable areas, Vertical macropore flow, Saturation excess flow, Vertical matrix flow, Channel interception","Sub.GWSW.Gain, Surf.Over.IE.Imp, Sub.Soil.Macro, Surf.Over.SE, Sub.Soil.Matrix, Chan.Int",1,N/A
192,Text model,"Gou, Jianfeng, Simin Qu, Peng Shi, Yifan Wang, Shuai Shan, Xueqiu Chen, Dachen Li, and Wei Si, 2019. â€œEvaluating Runoff Generation in a Humid Bamboo Watershed Using Isotopic and Hydrochemical Tracer.â€ Journal of Hydrologic Engineering 24, no. 4 (2019): 05019003.",https://doi.org/10.1061/(ASCE)HE.1943-5584.0001752,Not open-access,https://doi.org/10.1061/(ASCE)HE.1943-5584.0001752,N/A,N/A,N/A,Redacted,N/A,Different Types of Runoff Response in Hemuqiao Watershed,7,"Hemuqiao experimental watershed, Hangzhou, China",30.580371,119.801479,1.35,1,N,1,N,N,Soil types described,N,N,N,N,N,2,"Groundwater storage, Soil water storage","Sub.GW.Store, Sub.Soil.Store",5,"Vertical matrix flow, Groundwater flow, Saturation excess flow, Subsurface stormflow, Gaining stream","Sub.Soil.Matrix, Sub.GW.Flow, Surf.Over.SE, Sub.SSFlow, Sub.GWSW.Gain",1,N/A
193,Text model,"Gutierrez-Jurado, Karina Y, Daniel Partington, and Margaret Shanafield, 2021. â€œTaking Theory to the Field: Streamflow Generation Mechanisms in an Intermittent Mediterranean Catchment.â€ Hydrology and Earth System Sciences 25, no. 8 (2021): 4299â€“4317.",https://doi.org/10.5194/hess-25-4299-2021,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,N/A,N/A,N/A,Redacted,2.2,Conceptual model of streamflow generation process in Pedler Creek,4303,"Pedler Creek, Willunga Basin, Australia",-35.21434682,138.5393283,1.36,3,Topography,3,Season,N,Multiple properties described,N,Topography described,N,N,N,3,"Perched water tables, Soil water storage, Soil saturation","Sub.GW.Store.Perch, Sub.Soil.Store, Sub.Soil.Store.Satur",9,"Intermittent streamflow, Channel flow, SE flow from riparian zone, Infiltration excess flow, Infiltration, Lateral matrix flow at soil horizons, Gaining stream, Ephemeral streamflow, Lateral unsaturated flow","Chan.Flow.Interm, Chan.Flow, Surf.Over.SE.Rip, Surf.Over.IE, Surf.Inf.Inf, Sub.SSFlow.Matrix.Horiz, Sub.GWSW.Gain, Chan.Flow.Ephem, Sub.Soil.Lat",1,N/A
194,Text model,"Hangen, Edzard, Martin Lindenlaub, Ch Leibundgut, and K Von Wilpert, 2001. â€œInvestigating Mechanisms of Stormflow Generation by Natural Tracers and Hydrometric Data: A Small Catchment Study in the Black Forest, Germany.â€ Hydrological Processes 15, no. 2 (2001): 183â€“99.",https://doi.org/10.1002/hyp.142,Not open-access,https://doi.org/10.1002/hyp.142,N/A,N/A,N/A,Redacted,N/A,Integrated conceptual model of stormflow and runoff generation,196,"Conventwald Basin, Black Forest Mountains, Germany",48.019727,7.964992,0.093,2,Hillslope position,3,Event,N,Soil types described,N,Topography described,N,Multiple interpretations demonstrated,N,3,"Groundwater storage, Soil water storage, Expansion of saturated areas","Sub.GW.Store, Sub.Soil.Store, Surf.Over.SE.Satexp",8,"Infiltration into bedrock, Infiltration, Vertical macropore flow, Lateral matrix flow, Mixing, Saturation excess flow, Displacement of groundwater, Riparian Groundwater Flow","Sub.GW.BedInf, Surf.Inf.Inf, Sub.Soil.Macro, Sub.SSFlow.Matrix, Sub.Soil.Mix, Surf.Over.SE, Sub.GW.Disp, Sub.GW.Flow.Rip",1,N/A
195,Text model,"Haugen, R.K., Slaughter, C.W., Howe, K.E. and Dingman, S.L., 1982. Hydrology and climatology of the Caribou-Poker creeks research watershed, Alaska. COLD REGIONS RESEARCH AND ENGINEERING LAB HANOVER NH.",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/7298/,Public Domain,https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/7298/,N/A,N/A,N/A,Redacted,N/A,Spatial flow variability,19,"C1-3, Caribou-Poker, Alaska, United States",65.149177,-147.552332,41.7,2,Land use / Land cover,2,Season,N,Soil types described,N,Topography described,N,Uncertainty described,N,2,"Expansion of saturated areas, Snow storage","Surf.Over.SE.Satexp, Surf.Snow.Stor",6,"Saturation excess flow, Snowmelt, Infiltration, Lateral macropore flow at soil horizons, Vertical drainage to groundwater, Soil surface evaporation","Surf.Over.SE, Surf.Snow.Melt, Surf.Inf.Inf, Sub.SSFlow.Macro.Horiz, Sub.Soil.Drain, Surf.ET.Evap.Soil",1,N/A
196,Text model,"Heller, Katja, and Arno Kleber, 2016. â€œHillslope Runoff Generation Influenced by Layered Subsurface in a Headwater Catchment in Ore Mountains, Germany.â€ Environmental Earth Sciences 75, no. 11 (2016): 1â€“15.",https://doi.org/10.1007/s12665-016-5750-y,Not open-access,https://doi.org/10.1007/s12665-016-5750-y,N/A,N/A,N/A,Redacted,N/A,Synthesis,943,"Freiberger Mulde, Germany",50.796944,13.442222,0.06,3,Soil or Geology,3,Wetness,Wetland described,Soil hydraulic properties described,N,N,N,N,N,5,"Depression storage, Soil saturation, Soil water storage, Perched water tables, Soil stratification","Surf.Water.Depr, Sub.Soil.Store.Satur, Sub.Soil.Store, Sub.GW.Store.Perch, Sub.Soil.Store.Layer",7,"Capillary rise, Vertical macropore flow, Saturation excess flow, Vertical matrix flow, Lateral matrix flow, Snowmelt, Return Flow","Sub.Soil.Matrix.Capil, Sub.Soil.Macro, Surf.Over.SE, Sub.Soil.Matrix, Sub.SSFlow.Matrix, Surf.Snow.Melt, Sub.GW.Ret",1,N/A
197,Text model,"Helms, M, O Evdakov, J Ihringer, and F Nestmann, 2006. â€œModelling Spring Flood in the Area of the Upper Volga Basin.â€ Advances in Geosciences 9 (2006): 115â€“22.",https://doi.org/10.5194/adgeo-9-115-2006,CC BY-NC-SA 2.5,https://creativecommons.org/licenses/by-nc-sa/2.5/,N/A,N/A,N/A,Redacted,3,Modelling of snowmelt and spring flood events,117,"Kostroma Catchment, Russia",57.79868,40.908041,16000,1,N,3,Season,N,Multiple properties described,N,N,N,N,N,2,"Soil swelling/cracking, Soil saturation","Surf.Inf.Soil.Swell, Sub.Soil.Store.Satur",4,"Connectivity between hillslopes and channel, Vertical macropore flow, Snowmelt, Vertical matrix flow","Sub.GWSW.Conn.Hill, Sub.Soil.Macro, Surf.Snow.Melt, Sub.Soil.Matrix",1,N/A
198,Text model,"Hinzman, L.D., Ishikawa, N., Yoshikawa, K., Bolton, W.R. and Petrone, K.C., 2002. Hydrologic studies in Caribou-Poker Creeks Research Watershed in support of long term ecological research. Eurasian Journal of Forest Research, 5(2), pp.67-71.",https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/22151/1/5(2)_P67-71.pdf,Not open-access,https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/22151/1/5(2)_P67-71.pdf,N/A,N/A,N/A,Redacted,N/A,Results and Discussions,68,"Caribou-Poker, Alaska, United States",65.150151,-147.483064,5.2,3,Land use / Land cover,1,N,Forest described,Horizons described,N,N,N,N,N,4,"Groundwater storage, Soil saturation, Soil saturation, Permafrost storage","Sub.GW.Store, Sub.Soil.Store.Satur, Sub.Soil.Store.Satur, Surf.Frozen.Perm",6,"IE flow from frozen ground, Vertical drainage to groundwater, Vertical macropore flow, Gaining stream, Vertical matrix flow, Snowmelt","Surf.Over.IE.Frozen, Sub.Soil.Drain, Sub.Soil.Macro, Sub.GWSW.Gain, Sub.Soil.Matrix, Surf.Snow.Melt",1,N/A
199,Text model,"Hissler, Christophe, NÃºria MartÃ­nez-Carreras, FranÃ§ois Barnich, Laurent Gourdol, Jean FranÃ§ois Iffly, JÃ©rÃ´me Juilleret, Julian Klaus, and Laurent Pfister, 2021. â€œThe Weierbach Experimental Catchment in Luxembourg: A Decade of Critical Zone Monitoring in a Temperate Forest-from Hydrological Investigations to Ecohydrological Perspectives.â€ Hydrological Processes 35, no. 5 (2021): e14140.",https://doi.org/10.1002/hyp.14140,CC-BY-NC,https://creativecommons.org/licenses/by-nc/4.0/,N/A,N/A,N/A,Redacted,2,SITE DESCRIPTION AND RESEARCH MOTIVATIONS,2,"Weierbach catchment, Luxembourg",49.827738,5.797505,384,1,N,1,N,N,N,N,N,N,Uncertainty described,N,1,Soil water storage,Sub.Soil.Store,4,"Lateral macropore flow, Displacement of groundwater, Infiltration excess flow, Channel interception","Sub.SSFlow.Macro, Sub.GW.Disp, Surf.Over.IE, Chan.Int",1,N/A
200,Text model,"Hoeg, S, S Uhlenbrook, and Ch Leibundgut, 2000. â€œHydrograph Separation in a Mountainous Catchmentâ€”Combining Hydrochemical and Isotopic Tracers.â€ Hydrological Processes 14, no. 7 (2000): 1199â€“1216.",https://doi.org/10.1002/(SICI)1099-1085(200005)14:7<1199::AID-HYP35>3.0.CO;2-K,Not open-access,https://doi.org/10.1002/(SICI)1099-1085(200005)14:7<1199::AID-HYP35>3.0.CO;2-K,N/A,N/A,N/A,Redacted,N/A,CONCLUSIONS,1212,"Zastler catchment, Black Forest, Germany",47.923711,7.985931,18.4,1,N,3,Event,N,Multiple properties described,N,Topography described,N,N,N,3,"Soil water storage, Soil stratification, Perched water tables","Sub.Soil.Store, Sub.Soil.Store.Layer, Sub.GW.Store.Perch",5,"IE flow from impermeable areas, Saturation excess flow, Pistonflow, Vertical macropore flow, Subsurface stormflow","Surf.Over.IE.Imp, Surf.Over.SE, Sub.GW.Disp.Piston, Sub.Soil.Macro, Sub.SSFlow",1,N/A
201,Text model,"Hogan, J.F. and Blum, J.D., 2003. Tracing hydrologic flow paths in a small forested watershed using variations in 87Sr/86Sr,[Ca]/[Sr],[Ba]/[Sr] and Î´18O. Water Resources Research, 39(10).",https://doi.org/10.1029/2002WR001856,Not open-access,https://doi.org/10.1029/2002WR001856,N/A,N/A,N/A,Redacted,5.4,Hydrograph Separation,10,"Watershed 1, Hubbard Brook Experimental Forest, New Hampshire, United States",43.9522415,-71.7259832,0.118,2,Hillslope position,8,Season and event,Vegetation described,N,Glacier described,N,N,N,N,1,Soil water storage,Sub.Soil.Store,7,"Snowmelt, Channel interception, Groundwater flow, Gaining stream, Transpiration, Lateral macropore flow, Subsurface stormflow","Surf.Snow.Melt, Chan.Int, Sub.GW.Flow, Sub.GWSW.Gain, Surf.ET.Transp, Sub.SSFlow.Macro, Sub.SSFlow",1,N/A
202,Text model,"HrnÄÃ­Å™, M., Å anda, M., KulasovÃ¡, A. and CÃ­slerovÃ¡, M., 2010. Runoff formation in a small catchment at hillslope and catchment scales. Hydrological processes, 24(16), pp.2248-2256.",https://onlinelibrary.wiley.com/doi/epdf/10.1002/hyp.7614,Not open-access,https://onlinelibrary.wiley.com/doi/epdf/10.1002/hyp.7614,N/A,N/A,N/A,Redacted,N/A,Results: Runoff Formation,2251,"UhlÃ­Å™skÃ¡, Czech Republic",50.824889,15.148526,1.78,4,Hillslope position/Catchment spatial scale,3,Season and event,N,Soil types described,Geology described,Topography described,N,N,N,2,"Soil saturation, Depression storage","Sub.Soil.Store.Satur, Surf.Water.Depr",6,"Vertical macropore flow, Partial area IE flow, Gaining stream, Subsurface stormflow, Vertical drainage to groundwater, Infiltration","Sub.Soil.Macro, Surf.Over.IE.Part, Sub.GWSW.Gain, Sub.SSFlow, Sub.Soil.Drain, Surf.Inf.Inf",1,N/A
203,Text model,"Hughes, Justin D, Shahbaz Khan, Russell S Crosbie, Stuart Helliwell, and David L Michalk, 2007. â€œRunoff and Solute Mobilization Processes in a Semiarid Headwater Catchment.â€ Water Resources Research 43, no. 9 (2007).",https://doi.org/10.1029/2006WR005465,Not open-access,https://doi.org/10.1029/2006WR005465,N/A,N/A,N/A,Redacted,5,Discussion,9,"Brays Flat Creek Catchment, Australia",-33.061083,148.607861,7.4,5,Hillslope position,2,Season and event,N,Soil types described,Geology described,N,N,N,N,5,"Expansion of saturated areas, Water Table, Soil water storage, Perched water tables, Soil saturation","Surf.Over.SE.Satexp, Sub.GW.Store.Wtable, Sub.Soil.Store, Sub.GW.Store.Perch, Sub.Soil.Store.Satur",6,"Subsurface stormflow, Groundwater flow, Vertical drainage to groundwater, Saturation excess flow, Reinfiltration, Evaporation","Sub.SSFlow, Sub.GW.Flow, Sub.Soil.Drain, Surf.Over.SE, Surf.Inf.Inf.Reinf, Surf.ET.Evap",1,N/A
204,Text model,"Inamdar, Shreeram P, and Myron J Mitchell, 2007. â€œContributions of Riparian and Hillslope Waters to Storm Runoff across Multiple Catchments and Storm Events in a Glaciated Forested Watershed.â€ Journal of Hydrology 341, no. 1â€“2 (2007): 116â€“30.",https://doi.org/10.1016/j.jhydrol.2007.05.007,Not open-access,https://doi.org/10.1016/j.jhydrol.2007.05.007,N/A,N/A,N/A,Redacted,N/A,Conceptual model for runoff generation,125,"Point Peter Brook watershed, New York, United States",42.43992,-78.92289,6.96,4,Hillslope position/Catchment spatial scale,3,Event,Wetland described,N,N,Slopes described,N,N,N,3,"Soil saturation, Water table rise, Riparian aquifer storage","Sub.Soil.Store.Satur, Sub.GW.Store.Rise, Chan.Store.Rip",8,"Exfiltration, Exfiltration, Connectivity, Subsurface stormflow, Saturation excess flow, Throughfall, Overland Flow, Riparian Groundwater Flow","Sub.GW.Ret.Exf, Sub.GW.Ret.Exf, Sub.GWSW.Conn, Sub.SSFlow, Surf.Over.SE, Surf.Int.Thru, Surf.Over, Sub.GW.Flow.Rip",1,N/A
